index,image_path,true_index,pred_index,true_label,pred_label,confidence,correct,router_pred_domain,router_confidence,specialist_pred_subtype,routed_pred_index,routed_pred_label,prob_tumor_glioma,prob_tumor_meningioma,prob_tumor_notumor,prob_tumor_pituitary,prob_dementia_MildDemented,prob_dementia_ModerateDemented,prob_dementia_NonDemented,prob_dementia_VeryMildDemented
0,data/alzheimers/MildDemented/002cb9c1-b160-4c76-b7e4-5fb2f1b527f7.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8373948819176132,1,dementia,0.8653593063354492,MildDemented,4,dementia_MildDemented,0.008245680025994928,0.008833185348340768,0.11080585314888777,0.00675599735125139,0.8373948819176132,0.010524682377027634,0.010668616426600348,0.006771103404283906
1,data/alzheimers/MildDemented/00387cfa-b6ce-4eb0-8cc5-9273080c8187.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8381814914856907,1,dementia,0.8646565079689026,MildDemented,4,dementia_MildDemented,0.0030282137123897428,0.0021946759948711803,0.12813402069501156,0.001986604548104967,0.8381814914856907,0.013363722664140452,0.006589340947422392,0.006521929952369096
2,data/alzheimers/MildDemented/00a03a9d-f709-4516-8a50-7d39c8329d37.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8414338489690023,1,dementia,0.8631032705307007,MildDemented,4,dementia_MildDemented,0.00381056044786097,0.002870979807099638,0.12716547045527074,0.0030497308826456957,0.8414338489690023,0.010555846941045438,0.0048189150719197445,0.0062946474251554954
3,data/alzheimers/MildDemented/00ddce1c-fd19-4925-9fa6-addc480a012c.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8157110168651993,1,dementia,0.8629229664802551,MildDemented,4,dementia_MildDemented,0.13707703275376726,0.0,0.0,0.0,0.8157110168651993,0.011756951854991064,0.01327528703990232,0.022179711486140015
4,data/alzheimers/MildDemented/00eae021-81e5-4fd2-8daa-f16da1feb99a.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8118854860365363,1,dementia,0.8623544573783875,MildDemented,4,dementia_MildDemented,0.002469907079280848,0.001786672881292255,0.13113643389303767,0.002252531265434318,0.8118854860365363,0.015235917828950491,0.01901930035057321,0.016213750664894912
5,data/alzheimers/MildDemented/013c7086-9972-4193-8544-31c9fbb49072.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8358749930672196,1,dementia,0.8636538982391357,MildDemented,4,dementia_MildDemented,0.002113311515744138,0.0013951741994282386,0.1315829876575122,0.0012545874348055264,0.8358749930672196,0.015162091253422562,0.006358449008911575,0.006258405862956203
6,data/alzheimers/MildDemented/0180944c-ab18-4b1b-9d21-cd9858ab1b0c.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8390175933629745,1,dementia,0.8643423318862915,MildDemented,4,dementia_MildDemented,0.0023351663907646165,0.0013250831184786354,0.1299602574506427,0.002037173426580202,0.8390175933629745,0.011344338151544427,0.005323160587837382,0.008657227511177465
7,data/alzheimers/MildDemented/018bbc21-7957-4714-9466-9f96430249c7.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.831408249977817,1,dementia,0.8599192500114441,MildDemented,4,dementia_MildDemented,0.0017227430178808672,0.001245395467732845,0.1353783684549879,0.001734197820539439,0.831408249977817,0.009086976345108291,0.009711297781768326,0.009712771134165242
8,data/alzheimers/MildDemented/01a03d9c-e53b-4ee8-b9e7-9ff29c9cf9df.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8284972526126875,1,dementia,0.8604933619499207,MildDemented,4,dementia_MildDemented,0.004340040922900017,0.003054468959088305,0.1280125654054084,0.0040995752732085975,0.8284972526126875,0.011013379468729895,0.010396611033234103,0.010586106324743192
9,data/alzheimers/MildDemented/01bb5650-386e-4bdd-854e-54e12030a3c0.jpg,4,4,dementia_MildDemented,dementia_MildDemented,0.8257530980568262,1,dementia,0.8614004850387573,MildDemented,4,dementia_MildDemented,0.0029182895495517185,0.0017692446709117807,0.13187322643255198,0.002038796065384548,0.8257530980568262,0.009453114431699546,0.012570143781819936,0.013624087011254258
