index,image_path,true_index,pred_index,true_label,pred_label,confidence,correct,prob_tumor_glioma,prob_tumor_meningioma,prob_tumor_notumor,prob_tumor_pituitary,prob_dementia_MildDemented,prob_dementia_ModerateDemented,prob_dementia_NonDemented,prob_dementia_VeryMildDemented
0,data/brain_tumor/Testing/glioma/Te-glTr_0000.jpg,0,0,tumor_glioma,tumor_glioma,0.9708956333827765,1,0.9708956333827765,0.007449800028118818,0.006767244857428997,0.009041714900941883,0.0018142107550585503,0.0011432359990440225,0.0017145834493455725,0.0011735766272856268
1,data/brain_tumor/Testing/glioma/Te-glTr_0001.jpg,0,0,tumor_glioma,tumor_glioma,0.9809774918025727,1,0.9809774918025727,0.004798623346607807,0.005548451187217822,0.005667037889580924,0.00045138557486597666,0.0010087250432389081,0.0005194901108634485,0.0010287950450524803
2,data/brain_tumor/Testing/glioma/Te-glTr_0002.jpg,0,0,tumor_glioma,tumor_glioma,0.9710581406079954,1,0.9710581406079954,0.008269447921385812,0.006777335961829666,0.008622629659829035,0.0012638252363121147,0.001634346804295519,0.0009213194232784127,0.00145295438507401
3,data/brain_tumor/Testing/glioma/Te-glTr_0003.jpg,0,0,tumor_glioma,tumor_glioma,0.9906609570669532,1,0.9906609570669532,0.004350635186307496,0.001773226641958977,0.002020984638159395,0.0003086112820993999,0.0005691182402274324,0.0001390008244087297,0.00017746611988538912
4,data/brain_tumor/Testing/glioma/Te-glTr_0004.jpg,0,0,tumor_glioma,tumor_glioma,0.9825875467637012,1,0.9825875467637012,0.007348678302553669,0.003018501541073904,0.005227949632324929,0.0004409763924090616,0.0005632554122673759,0.00043561031529461573,0.00037748164037527596
5,data/brain_tumor/Testing/glioma/Te-glTr_0005.jpg,0,0,tumor_glioma,tumor_glioma,0.9713459299970266,1,0.9713459299970266,0.006875355042200228,0.007432333421440365,0.007627039437946416,0.0016153579991982027,0.0010195934120113743,0.002565616659640267,0.001518774030536546
6,data/brain_tumor/Testing/glioma/Te-glTr_0006.jpg,0,0,tumor_glioma,tumor_glioma,0.9760419825717915,1,0.9760419825717915,0.006797103695551337,0.005746049284537109,0.007143132897512677,0.001104508954561255,0.0013304718088182558,0.0008571003010200086,0.0009796504862078113
7,data/brain_tumor/Testing/glioma/Te-glTr_0007.jpg,0,0,tumor_glioma,tumor_glioma,0.9676417658968443,1,0.9676417658968443,0.009433095645489659,0.007543112113815355,0.009372222543428243,0.0013930447401694678,0.001941823271025818,0.0013540697079289306,0.0013208660812982981
8,data/brain_tumor/Testing/glioma/Te-glTr_0008.jpg,0,0,tumor_glioma,tumor_glioma,0.982286212286076,1,0.982286212286076,0.004997510287649654,0.004122205318065879,0.005951452414711792,0.0005948791276715561,0.000804427417624891,0.0006712534622004579,0.0005720596859997352
9,data/brain_tumor/Testing/glioma/Te-glTr_0009.jpg,0,0,tumor_glioma,tumor_glioma,0.9733808189061468,1,0.9733808189061468,0.006825393587849521,0.007801142652210631,0.007328841464483277,0.0010837488472488466,0.0009962247748067227,0.0013519951477950452,0.0012318346194591541
10,data/brain_tumor/Testing/glioma/Te-gl_0010.jpg,0,0,tumor_glioma,tumor_glioma,0.9801649372681043,1,0.9801649372681043,0.005824545705857626,0.004401275189125246,0.006815112090047138,0.0006518538919761474,0.000819769905852812,0.0006428798417963563,0.0006796261072403798
11,data/brain_tumor/Testing/glioma/Te-gl_0011.jpg,0,0,tumor_glioma,tumor_glioma,0.9694220092636323,1,0.9694220092636323,0.007077641108273276,0.0076265374355483214,0.011262276995466027,0.0011460805612726625,0.001382547647719866,0.001201890410465075,0.0008810165776224902
12,data/brain_tumor/Testing/glioma/Te-gl_0012.jpg,0,0,tumor_glioma,tumor_glioma,0.9629699045163072,1,0.9629699045163072,0.009410220484104352,0.008239046804790966,0.011730244037730285,0.0019529581966037579,0.0025191172955952718,0.0016206680797694992,0.0015578405850987054
13,data/brain_tumor/Testing/glioma/Te-gl_0013.jpg,0,0,tumor_glioma,tumor_glioma,0.9708487910806457,1,0.9708487910806457,0.00880676461927457,0.00817184380196992,0.007305473945669979,0.00086000292738566,0.001222393890108214,0.0012990004146577196,0.0014857293202882426
14,data/brain_tumor/Testing/glioma/Te-gl_0014.jpg,0,0,tumor_glioma,tumor_glioma,0.9745100250493798,1,0.9745100250493798,0.006694701166278747,0.007054999118779422,0.007379483529121069,0.0009678326413598509,0.0012216596487582242,0.0010540779387028425,0.0011172209076200194
15,data/brain_tumor/Testing/glioma/Te-gl_0015.jpg,0,0,tumor_glioma,tumor_glioma,0.9740260171979155,1,0.9740260171979155,0.005646944470266171,0.006657398722668164,0.008371893255106492,0.0013051949112877158,0.0014741700034503929,0.0013534913205925894,0.001164890118713016
16,data/brain_tumor/Testing/glioma/Te-gl_0016.jpg,0,0,tumor_glioma,tumor_glioma,0.9665007652005927,1,0.9665007652005927,0.009733571732138851,0.008336640015498102,0.009303033410381037,0.0014779112627505335,0.0017701891595020675,0.001462531634487294,0.0014153575846493837
17,data/brain_tumor/Testing/glioma/Te-gl_0017.jpg,0,0,tumor_glioma,tumor_glioma,0.9745865466081433,1,0.9745865466081433,0.0061707533025167636,0.006526907375045143,0.007677697581954606,0.0010059831582653713,0.001542412537714863,0.001414560683243149,0.0010751387531168436
18,data/brain_tumor/Testing/glioma/Te-gl_0018.jpg,0,0,tumor_glioma,tumor_glioma,0.9687132171677899,1,0.9687132171677899,0.007717676872496888,0.007773234920297505,0.009257234568307866,0.0021133057159839264,0.0014346418802069368,0.0014496737757021996,0.00154101509921475
19,data/brain_tumor/Testing/glioma/Te-gl_0019.jpg,0,0,tumor_glioma,tumor_glioma,0.9835242046171949,1,0.9835242046171949,0.006540527576023721,0.0031158269890388486,0.0042735561785690835,0.0007550501623986146,0.0005614251720784685,0.0006285493154111687,0.0006008599892852234
20,data/brain_tumor/Testing/glioma/Te-gl_0020.jpg,0,0,tumor_glioma,tumor_glioma,0.9725216314643657,1,0.9725216314643657,0.007225323236292553,0.006205935297436297,0.010910121373460454,0.0006248209191893025,0.0011764252180357744,0.0006686803320707088,0.0006670621591493073
21,data/brain_tumor/Testing/glioma/Te-gl_0021.jpg,0,0,tumor_glioma,tumor_glioma,0.9792129706889765,1,0.9792129706889765,0.006038333480177393,0.005135591769860262,0.006639864505585657,0.0007410455380093613,0.0007743098202889222,0.0008024702800752922,0.0006554139170265847
22,data/brain_tumor/Testing/glioma/Te-gl_0022.jpg,0,0,tumor_glioma,tumor_glioma,0.9740269728739046,1,0.9740269728739046,0.0070357630009040386,0.006935855378353337,0.007358829467337157,0.0012697195954376496,0.001152355147293444,0.0011264571636907012,0.001094047373079107
23,data/brain_tumor/Testing/glioma/Te-gl_0023.jpg,0,1,tumor_glioma,tumor_meningioma,0.7171164731041489,0,0.25222908496368546,0.7171164731041489,0.010285109176384906,0.012126815548108743,0.002066272476889194,0.0023188143502899795,0.0017646329032253362,0.00209279747726748
24,data/brain_tumor/Testing/glioma/Te-gl_0024.jpg,0,0,tumor_glioma,tumor_glioma,0.9545092801608062,1,0.9545092801608062,0.012704518915013204,0.00868175198676823,0.011611581114991741,0.0012462896115052343,0.0017921702648812838,0.00817286428181155,0.0012815436642225951
25,data/brain_tumor/Testing/glioma/Te-gl_0025.jpg,0,0,tumor_glioma,tumor_glioma,0.9616408786280821,1,0.9616408786280821,0.009909604513406027,0.009424274632611461,0.012886185918823791,0.0014795938962345549,0.0018384400453395156,0.0014787906305271342,0.0013422317349753954
26,data/brain_tumor/Testing/glioma/Te-gl_0026.jpg,0,0,tumor_glioma,tumor_glioma,0.979546199093324,1,0.979546199093324,0.005911665921710514,0.00505258271872259,0.006560532375248609,0.0006790471278596876,0.0009207163891121655,0.000624649736576174,0.0007046066374463423
27,data/brain_tumor/Testing/glioma/Te-gl_0027.jpg,0,0,tumor_glioma,tumor_glioma,0.9580861069708967,1,0.9580861069708967,0.01087502428253441,0.009955347864488106,0.01444476241570356,0.0016916087490010813,0.0016902983780926807,0.0017282262584422837,0.0015286250808411452
28,data/brain_tumor/Testing/glioma/Te-gl_0028.jpg,0,0,tumor_glioma,tumor_glioma,0.9843688338626402,1,0.9843688338626402,0.005356883342695587,0.003038270732875199,0.0047919025376073725,0.0006478390639089063,0.0006123803526847258,0.0006975794908745843,0.0004863106167133966
29,data/brain_tumor/Testing/glioma/Te-gl_0029.jpg,0,0,tumor_glioma,tumor_glioma,0.9545092801608062,1,0.9545092801608062,0.012704518915013204,0.00868175198676823,0.011611581114991741,0.0012462896115052343,0.0017921702648812838,0.00817286428181155,0.0012815436642225951
30,data/brain_tumor/Testing/glioma/Te-gl_0030.jpg,0,0,tumor_glioma,tumor_glioma,0.9821953216114162,1,0.9821953216114162,0.00469027777070672,0.004645443907229749,0.005858987813087418,0.0005973075629987283,0.0010078225731103424,0.0005567779227102025,0.00044806083874062504
31,data/brain_tumor/Testing/glioma/Te-gl_0031.jpg,0,0,tumor_glioma,tumor_glioma,0.9664032367005635,1,0.9664032367005635,0.009486806488372603,0.008594904944209591,0.00989494835825337,0.0014876333156151312,0.0015794063069029575,0.001348322593774361,0.0012047412923084587
32,data/brain_tumor/Testing/glioma/Te-gl_0032.jpg,0,0,tumor_glioma,tumor_glioma,0.9673575887627202,1,0.9673575887627202,0.008620709695667667,0.008090540375842916,0.009297762548251607,0.001639354429169082,0.001932875276293694,0.0015386385332635847,0.0015225303787912584
33,data/brain_tumor/Testing/glioma/Te-gl_0033.jpg,0,0,tumor_glioma,tumor_glioma,0.9766842565101499,1,0.9766842565101499,0.007287369478549114,0.006033933255763521,0.0064063020693862025,0.0006859440525550271,0.0011911971040810831,0.0005739344772279078,0.0011370630522872316
34,data/brain_tumor/Testing/glioma/Te-gl_0034.jpg,0,0,tumor_glioma,tumor_glioma,0.964763548732679,1,0.964763548732679,0.009026867959892939,0.00925422893828441,0.010858757049721366,0.0015230008345374086,0.0016426846288436464,0.0011666767132697913,0.0017642351427714885
35,data/brain_tumor/Testing/glioma/Te-gl_0035.jpg,0,0,tumor_glioma,tumor_glioma,0.9690321071324365,1,0.9690321071324365,0.008473151759137236,0.008931816922270625,0.008479146682171075,0.0014523183008878448,0.001229453055701101,0.0011004121511331995,0.0013015939962624642
36,data/brain_tumor/Testing/glioma/Te-gl_0036.jpg,0,0,tumor_glioma,tumor_glioma,0.9708992251507602,1,0.9708992251507602,0.0073049157336066975,0.007334394883467881,0.008174874754728067,0.0016398141490196094,0.0015364353767773323,0.0013774126486211266,0.0017329273030191094
37,data/brain_tumor/Testing/glioma/Te-gl_0037.jpg,0,0,tumor_glioma,tumor_glioma,0.9787605026563994,1,0.9787605026563994,0.0060474353367755505,0.005279075150302035,0.006397118079028651,0.0007322363388838171,0.0012746981318108993,0.0006621535029454433,0.0008467808038542016
38,data/brain_tumor/Testing/glioma/Te-gl_0038.jpg,0,0,tumor_glioma,tumor_glioma,0.9749639279432838,1,0.9749639279432838,0.006284156972237154,0.005940014645811538,0.00866541195098881,0.001105767004057494,0.0011183724554218876,0.0008925500084635338,0.0010297990197358406
39,data/brain_tumor/Testing/glioma/Te-gl_0039.jpg,0,0,tumor_glioma,tumor_glioma,0.9795438721392248,1,0.9795438721392248,0.005124140569599012,0.004925192836688079,0.005905132319758833,0.0011204053965427855,0.001119468718856278,0.0007686221564608207,0.0014931658628694459
40,data/brain_tumor/Testing/glioma/Te-gl_0040.jpg,0,0,tumor_glioma,tumor_glioma,0.9778996376842174,1,0.9778996376842174,0.005744639825359567,0.006568137670244132,0.005829398103370769,0.000993798108922663,0.0008084314890195463,0.0009484330330640356,0.0012075240858019395
41,data/brain_tumor/Testing/glioma/Te-gl_0041.jpg,0,0,tumor_glioma,tumor_glioma,0.9723112249719217,1,0.9723112249719217,0.007950823968810862,0.006975664945593368,0.007820421109713812,0.0012433268465627716,0.001358814341393873,0.0010741324221248182,0.0012655913938788236
42,data/brain_tumor/Testing/glioma/Te-gl_0042.jpg,0,0,tumor_glioma,tumor_glioma,0.9768091583874027,1,0.9768091583874027,0.005818304580730285,0.0063804779376952095,0.006553653658268939,0.0011570919017177403,0.0012587143362958071,0.000879574342649792,0.001143024855239511
43,data/brain_tumor/Testing/glioma/Te-gl_0043.jpg,0,0,tumor_glioma,tumor_glioma,0.9798789175530532,1,0.9798789175530532,0.004552041162534435,0.006253880249957353,0.006413773417872348,0.0007344382849783945,0.0006086210422955102,0.0009035123716510088,0.0006548159176577435
44,data/brain_tumor/Testing/glioma/Te-gl_0044.jpg,0,0,tumor_glioma,tumor_glioma,0.9763678141359197,1,0.9763678141359197,0.010189909000301962,0.005161592495911241,0.003987871284068546,0.0009644005751104345,0.0010418581531447067,0.0016544289675956166,0.0006321253879478778
