index,image_path,true_index,pred_index,true_label,pred_label,confidence,correct,prob_tumor,prob_dementia
0,data/brain_tumor/Testing/glioma/Te-glTr_0000.jpg,0,0,tumor,tumor,0.9954175763685708,1,0.9954175763685708,0.004582423631429232
1,data/brain_tumor/Testing/glioma/Te-glTr_0001.jpg,0,0,tumor,tumor,0.9956752049993145,1,0.9956752049993145,0.004324795000685458
2,data/brain_tumor/Testing/glioma/Te-glTr_0002.jpg,0,0,tumor,tumor,0.9953322728537319,1,0.9953322728537319,0.004667727146268064
3,data/brain_tumor/Testing/glioma/Te-glTr_0003.jpg,0,0,tumor,tumor,0.995869669707226,1,0.995869669707226,0.004130330292773979
4,data/brain_tumor/Testing/glioma/Te-glTr_0004.jpg,0,0,tumor,tumor,0.994870589955392,1,0.994870589955392,0.005129410044607996
5,data/brain_tumor/Testing/glioma/Te-glTr_0005.jpg,0,0,tumor,tumor,0.9952787142334902,1,0.9952787142334902,0.004721285766509761
6,data/brain_tumor/Testing/glioma/Te-glTr_0006.jpg,0,0,tumor,tumor,0.9957111893069295,1,0.9957111893069295,0.0042888106930704705
7,data/brain_tumor/Testing/glioma/Te-glTr_0007.jpg,0,0,tumor,tumor,0.9955156148816462,1,0.9955156148816462,0.004484385118353811
8,data/brain_tumor/Testing/glioma/Te-glTr_0008.jpg,0,0,tumor,tumor,0.9951080312622849,1,0.9951080312622849,0.004891968737715127
9,data/brain_tumor/Testing/glioma/Te-glTr_0009.jpg,0,0,tumor,tumor,0.9943587174691645,1,0.9943587174691645,0.0056412825308355665
10,data/brain_tumor/Testing/glioma/Te-gl_0010.jpg,0,0,tumor,tumor,0.9957197415184016,1,0.9957197415184016,0.004280258481598433
11,data/brain_tumor/Testing/glioma/Te-gl_0011.jpg,0,0,tumor,tumor,0.9959887352032769,1,0.9959887352032769,0.0040112647967230864
12,data/brain_tumor/Testing/glioma/Te-gl_0012.jpg,0,0,tumor,tumor,0.9946725297566297,1,0.9946725297566297,0.0053274702433702935
13,data/brain_tumor/Testing/glioma/Te-gl_0013.jpg,0,0,tumor,tumor,0.9957126838515494,1,0.9957126838515494,0.004287316148450621
14,data/brain_tumor/Testing/glioma/Te-gl_0014.jpg,0,0,tumor,tumor,0.9950916373251056,1,0.9950916373251056,0.004908362674894358
15,data/brain_tumor/Testing/glioma/Te-gl_0015.jpg,0,0,tumor,tumor,0.9960403484126381,1,0.9960403484126381,0.0039596515873618725
16,data/brain_tumor/Testing/glioma/Te-gl_0016.jpg,0,0,tumor,tumor,0.9952604921790738,1,0.9952604921790738,0.004739507820926257
17,data/brain_tumor/Testing/glioma/Te-gl_0017.jpg,0,0,tumor,tumor,0.9954578552013031,1,0.9954578552013031,0.0045421447986969095
18,data/brain_tumor/Testing/glioma/Te-gl_0018.jpg,0,0,tumor,tumor,0.9953585197541966,1,0.9953585197541966,0.004641480245803388
19,data/brain_tumor/Testing/glioma/Te-gl_0019.jpg,0,0,tumor,tumor,0.9949776488566776,1,0.9949776488566776,0.005022351143322345
20,data/brain_tumor/Testing/glioma/Te-gl_0020.jpg,0,0,tumor,tumor,0.9947817754875199,1,0.9947817754875199,0.005218224512480161
21,data/brain_tumor/Testing/glioma/Te-gl_0021.jpg,0,0,tumor,tumor,0.9950087107532051,1,0.9950087107532051,0.004991289246794914
22,data/brain_tumor/Testing/glioma/Te-gl_0022.jpg,0,0,tumor,tumor,0.9953321062757401,1,0.9953321062757401,0.004667893724259875
23,data/brain_tumor/Testing/glioma/Te-gl_0023.jpg,0,0,tumor,tumor,0.9952694426080174,1,0.9952694426080174,0.004730557391982616
24,data/brain_tumor/Testing/glioma/Te-gl_0024.jpg,0,0,tumor,tumor,0.9965259254135899,1,0.9965259254135899,0.003474074586410135
25,data/brain_tumor/Testing/glioma/Te-gl_0025.jpg,0,0,tumor,tumor,0.9953163129929559,1,0.9953163129929559,0.004683687007044187
26,data/brain_tumor/Testing/glioma/Te-gl_0026.jpg,0,0,tumor,tumor,0.995069545950428,1,0.995069545950428,0.004930454049572031
