index,image_path,true_index,pred_index,true_label,pred_label,confidence,correct,prob_MildDemented,prob_ModerateDemented,prob_NonDemented,prob_VeryMildDemented
0,data/alzheimers/MildDemented/002cb9c1-b160-4c76-b7e4-5fb2f1b527f7.jpg,0,0,MildDemented,MildDemented,0.9676846408752171,1,0.9676846408752171,0.01216220017271155,0.012328533465917915,0.007824625486153447
1,data/alzheimers/MildDemented/00387cfa-b6ce-4eb0-8cc5-9273080c8187.jpg,0,0,MildDemented,MildDemented,0.9693808790332664,1,0.9693808790332664,0.015455535055924124,0.007620776722338232,0.007542809188471212
2,data/alzheimers/MildDemented/00a03a9d-f709-4516-8a50-7d39c8329d37.jpg,0,0,MildDemented,MildDemented,0.9748935436160184,1,0.9748935436160184,0.012230120268954441,0.005583263782863832,0.00729307233216325
3,data/alzheimers/MildDemented/00ddce1c-fd19-4925-9fa6-addc480a012c.jpg,0,0,MildDemented,MildDemented,0.9452883548366556,1,0.9452883548366556,0.013624567462366628,0.01538408725307833,0.02570299044789938
4,data/alzheimers/MildDemented/00eae021-81e5-4fd2-8daa-f16da1feb99a.jpg,0,0,MildDemented,MildDemented,0.9414753457934428,1,0.9414753457934428,0.01766781423359519,0.022055093993558653,0.01880174597940334
5,data/alzheimers/MildDemented/013c7086-9972-4193-8544-31c9fbb49072.jpg,0,0,MildDemented,MildDemented,0.9678355757356545,1,0.9678355757356545,0.017555742140968666,0.007362254659305821,0.007246427464071028
6,data/alzheimers/MildDemented/0180944c-ab18-4b1b-9d21-cd9858ab1b0c.jpg,0,0,MildDemented,MildDemented,0.9707005990657253,1,0.9707005990657253,0.013124813826863996,0.006158616628966556,0.010015970478444164
7,data/alzheimers/MildDemented/018bbc21-7957-4714-9466-9f96430249c7.jpg,0,0,MildDemented,MildDemented,0.9668444926327328,1,0.9668444926327328,0.010567246585588481,0.011293271245717074,0.011294989535961657
8,data/alzheimers/MildDemented/01a03d9c-e53b-4ee8-b9e7-9ff29c9cf9df.jpg,0,0,MildDemented,MildDemented,0.9628166183976505,1,0.9628166183976505,0.012798892909399761,0.012082133158230798,0.012302355534718933
9,data/alzheimers/MildDemented/01bb5650-386e-4bdd-854e-54e12030a3c0.jpg,0,0,MildDemented,MildDemented,0.9586169429312564,1,0.9586169429312564,0.010974122312279747,0.014592689903324171,0.015816244853139604
