index,image_path,true_index,pred_index,true_label,pred_label,confidence,correct,prob_glioma,prob_meningioma,prob_notumor,prob_pituitary
0,data/brain_tumor/Testing/glioma/Te-glTr_0000.jpg,0,0,glioma,glioma,0.9871574723776159,1,0.9871574723776159,0.0046581255647442305,0.005319462347254133,0.0028649397103857354
1,data/brain_tumor/Testing/glioma/Te-glTr_0001.jpg,0,0,glioma,glioma,0.9685131103957058,1,0.9685131103957058,0.009385145999623128,0.01006074321326139,0.012041000391409724
2,data/brain_tumor/Testing/glioma/Te-glTr_0002.jpg,0,0,glioma,glioma,0.9662686397399367,1,0.9662686397399367,0.012988213195696029,0.010683155409669258,0.010059991654697968
3,data/brain_tumor/Testing/glioma/Te-glTr_0003.jpg,0,0,glioma,glioma,0.8623156353046948,1,0.8623156353046948,0.10595281915519476,0.01924071178029812,0.012490833759812348
4,data/brain_tumor/Testing/glioma/Te-glTr_0004.jpg,0,0,glioma,glioma,0.9454615888271777,1,0.9454615888271777,0.03236210779030077,0.008761184453241238,0.013415118929280321
5,data/brain_tumor/Testing/glioma/Te-glTr_0005.jpg,0,0,glioma,glioma,0.9786410428764326,1,0.9786410428764326,0.013035131885042907,0.0059033028565292885,0.0024205223819952454
6,data/brain_tumor/Testing/glioma/Te-glTr_0006.jpg,0,0,glioma,glioma,0.9738057083428758,1,0.9738057083428758,0.005232996680376178,0.006159147604346458,0.014802147372401505
7,data/brain_tumor/Testing/glioma/Te-glTr_0007.jpg,0,0,glioma,glioma,0.9740556569216369,1,0.9740556569216369,0.005968862268783732,0.010349769241640059,0.009625711567939366
8,data/brain_tumor/Testing/glioma/Te-glTr_0008.jpg,0,0,glioma,glioma,0.965331570414285,1,0.965331570414285,0.005662791640827996,0.008621388656890626,0.020384249287996356
9,data/brain_tumor/Testing/glioma/Te-glTr_0009.jpg,0,0,glioma,glioma,0.9799599168376106,1,0.9799599168376106,0.006344869888289208,0.007396984018067214,0.0062982292560329325
10,data/brain_tumor/Testing/glioma/Te-gl_0010.jpg,0,0,glioma,glioma,0.9803125590935835,1,0.9803125590935835,0.004857084876722708,0.004179996578469757,0.01065035945122404
11,data/brain_tumor/Testing/glioma/Te-gl_0011.jpg,0,0,glioma,glioma,0.9609668935029617,1,0.9609668935029617,0.012748383887929074,0.00805084650578381,0.018233876103325358
12,data/brain_tumor/Testing/glioma/Te-gl_0012.jpg,0,0,glioma,glioma,0.959744370421066,1,0.959744370421066,0.009449581040728867,0.006885634529281592,0.02392041400892359
13,data/brain_tumor/Testing/glioma/Te-gl_0013.jpg,0,0,glioma,glioma,0.9571386810726332,1,0.9571386810726332,0.027534260307310574,0.009687572352265306,0.005639486267790949
14,data/brain_tumor/Testing/glioma/Te-gl_0014.jpg,0,0,glioma,glioma,0.9762042992139154,1,0.9762042992139154,0.010673928979157971,0.007142475014520089,0.005979296792406596
15,data/brain_tumor/Testing/glioma/Te-gl_0015.jpg,0,0,glioma,glioma,0.974630047373245,1,0.974630047373245,0.0045280698201872385,0.005434425023853883,0.015407457782713916
16,data/brain_tumor/Testing/glioma/Te-gl_0016.jpg,0,0,glioma,glioma,0.975601283605992,1,0.975601283605992,0.007429914294381054,0.0070974633251061955,0.009871338774520748
17,data/brain_tumor/Testing/glioma/Te-gl_0017.jpg,0,0,glioma,glioma,0.9681469550132367,1,0.9681469550132367,0.012527856654938257,0.007372552805817498,0.011952635526007529
18,data/brain_tumor/Testing/glioma/Te-gl_0018.jpg,0,0,glioma,glioma,0.9754134885447203,1,0.9754134885447203,0.011950912729545703,0.005771942361437536,0.0068636563642963866
19,data/brain_tumor/Testing/glioma/Te-gl_0019.jpg,0,0,glioma,glioma,0.9602731001244846,1,0.9602731001244846,0.03361471952128651,0.0033085104804089806,0.0028036698738198415
20,data/brain_tumor/Testing/glioma/Te-gl_0020.jpg,0,0,glioma,glioma,0.9710018751555128,1,0.9710018751555128,0.004012089955955029,0.005950657357103341,0.019035377531428813
21,data/brain_tumor/Testing/glioma/Te-gl_0021.jpg,0,0,glioma,glioma,0.9742001025669311,1,0.9742001025669311,0.00627305705643264,0.007733993025891249,0.011792847350745001
22,data/brain_tumor/Testing/glioma/Te-gl_0022.jpg,0,0,glioma,glioma,0.9709401013122673,1,0.9709401013122673,0.016157967774147557,0.006022126806632012,0.006879804106953132
23,data/brain_tumor/Testing/glioma/Te-gl_0023.jpg,0,0,glioma,glioma,0.883196793353477,1,0.883196793353477,0.08511905586180697,0.016285913474596722,0.015398237310119352
24,data/brain_tumor/Testing/glioma/Te-gl_0024.jpg,0,0,glioma,glioma,0.8067583932591439,1,0.8067583932591439,0.03215828496011348,0.13568882467258392,0.025394497108158692
25,data/brain_tumor/Testing/glioma/Te-gl_0025.jpg,0,0,glioma,glioma,0.9716785939244363,1,0.9716785939244363,0.009286078064983112,0.0066987083182152895,0.01233661969236531
26,data/brain_tumor/Testing/glioma/Te-gl_0026.jpg,0,0,glioma,glioma,0.9802047482478745,1,0.9802047482478745,0.004194925018838653,0.0070379249765249435,0.008562401756761946
27,data/brain_tumor/Testing/glioma/Te-gl_0027.jpg,0,0,glioma,glioma,0.9748076787453074,1,0.9748076787453074,0.006690690753338216,0.005399438081868517,0.013102192419485941
28,data/brain_tumor/Testing/glioma/Te-gl_0028.jpg,0,0,glioma,glioma,0.9671933408475841,1,0.9671933408475841,0.025915100255205933,0.0036951085971975817,0.0031964503000124116
29,data/brain_tumor/Testing/glioma/Te-gl_0029.jpg,0,0,glioma,glioma,0.8067583932591439,1,0.8067583932591439,0.03215828496011348,0.13568882467258392,0.025394497108158692
30,data/brain_tumor/Testing/glioma/Te-gl_0030.jpg,0,1,glioma,meningioma,0.8177128533183291,0,0.1624237020607182,0.8177128533183291,0.006640050640628355,0.013223393980324382
31,data/brain_tumor/Testing/glioma/Te-gl_0031.jpg,0,0,glioma,glioma,0.9756970072196491,1,0.9756970072196491,0.008233660625369222,0.006406794400366089,0.0096625377546156
32,data/brain_tumor/Testing/glioma/Te-gl_0032.jpg,0,0,glioma,glioma,0.9724447509845029,1,0.9724447509845029,0.008389419688520885,0.00879463999432385,0.01037118933265233
33,data/brain_tumor/Testing/glioma/Te-gl_0033.jpg,0,0,glioma,glioma,0.977167340182566,1,0.977167340182566,0.007816943594806851,0.007881880994761208,0.007133835227865943
34,data/brain_tumor/Testing/glioma/Te-gl_0034.jpg,0,0,glioma,glioma,0.9753940852411928,1,0.9753940852411928,0.008261972661282252,0.010990814735600797,0.0053531273619241634
35,data/brain_tumor/Testing/glioma/Te-gl_0035.jpg,0,0,glioma,glioma,0.970758276860919,1,0.970758276860919,0.007513781218425532,0.01112923536681622,0.010598706553839283
36,data/brain_tumor/Testing/glioma/Te-gl_0036.jpg,0,0,glioma,glioma,0.9548556150807427,1,0.9548556150807427,0.027969332242570203,0.010663547488569227,0.006511505188117937
37,data/brain_tumor/Testing/glioma/Te-gl_0037.jpg,0,0,glioma,glioma,0.9575705425701465,1,0.9575705425701465,0.021478948884636244,0.015138787986621204,0.005811720558596043
38,data/brain_tumor/Testing/glioma/Te-gl_0038.jpg,0,0,glioma,glioma,0.9685904745167565,1,0.9685904745167565,0.00522191530487519,0.007654567063768633,0.01853304311459966
39,data/brain_tumor/Testing/glioma/Te-gl_0039.jpg,0,0,glioma,glioma,0.9760777358785634,1,0.9760777358785634,0.013254061347457609,0.004655078521303403,0.006013124252675625
40,data/brain_tumor/Testing/glioma/Te-gl_0040.jpg,0,0,glioma,glioma,0.9792093633318196,1,0.9792093633318196,0.008174172103956087,0.008107582543933152,0.004508882020291153
41,data/brain_tumor/Testing/glioma/Te-gl_0041.jpg,0,0,glioma,glioma,0.9694440662783144,1,0.9694440662783144,0.010360325073721565,0.012061210719887125,0.008134397928076919
